Date,AAPL,AMZN,FB,GOOG,MSFT
2015-03-24,117.66059875488281,374.0899963378906,85.30999755859375,568.6288452148438,39.04951477050781
2015-03-25,114.58647918701172,370.9599914550781,82.91999816894531,557.2550659179688,37.738765716552734
2015-03-26,115.38520050048828,367.3500061035156,83.01000213623047,553.6499633789062,37.511207580566406
2015-03-27,114.46575164794922,370.55999755859375,83.30000305175781,546.8386840820312,37.292747497558594
2015-03-30,117.36339569091797,374.5899963378906,83.19999694824219,550.5185546875,37.28364562988281
2015-03-31,115.56166076660156,372.1000061035156,82.22000122070312,546.4995727539062,37.010562896728516
2015-04-01,115.39447784423828,370.260009765625,81.66999816894531,541.074462890625,37.06517791748047
2015-04-02,116.38823699951172,372.25,81.55999755859375,534.063720703125,36.67377471923828
2015-04-06,118.2735366821289,377.0400085449219,82.44000244140625,535.2953491210938,37.8206901550293
2015-04-07,117.0290756225586,374.4100036621094,82.31999969482422,535.5496215820312,37.80247116088867
2015-04-08,116.64826202392578,381.20001220703125,82.27999877929688,540.1270751953125,37.70235061645508
2015-04-09,117.53984832763672,383.5400085449219,82.16999816894531,539.2993774414062,37.75696563720703
2015-04-10,118.0413589477539,382.6499938964844,82.04000091552734,538.5314331054688,37.97542190551758
2015-04-13,117.80918884277344,382.3599853515625,83.01000213623047,537.6937866210938,38.011837005615234
2015-04-14,117.29838562011719,385.1099853515625,83.5199966430664,528.9378051757812,37.91170883178711
2015-04-15,117.74417114257812,383.45001220703125,82.70999908447266,531.0719604492188,38.46695327758789
2015-04-16,117.17765045166016,386.0400085449219,82.30999755859375,532.3384399414062,38.375938415527344
2015-04-17,115.85884857177734,375.55999755859375,80.77999877929688,522.6151733398438,37.884395599365234
2015-04-20,118.50572967529297,389.510009765625,83.08999633789062,533.9141235351562,39.05861282348633
2015-04-21,117.86489868164062,391.17999267578125,83.62000274658203,532.5079956054688,38.8128547668457
2015-04-22,119.45303344726562,389.79998779296875,84.62999725341797,537.8882446289062,39.13144302368164
2015-04-23,120.4281997680664,389.989990234375,82.41000366210938,545.5023193359375,39.45002365112305
2015-04-24,120.99469757080078,445.1000061035156,81.52999877929688,563.5128784179688,43.57343292236328
2015-04-27,123.19580078125,438.55999755859375,81.91000366210938,555.3699951171875,43.71907043457031
2015-04-28,121.25479125976562,429.30999755859375,80.68000030517578,553.6799926757812,44.747642517089844
2015-04-29,119.47161865234375,429.3699951171875,80.47000122070312,549.0800170898438,44.65662384033203
2015-04-30,116.23036193847656,421.7799987792969,78.7699966430664,537.3400268554688,44.274322509765625
2015-05-01,119.75951385498047,422.8699951171875,78.98999786376953,537.9000244140625,44.29252243041992
2015-05-04,119.52733612060547,423.0400085449219,78.80999755859375,540.780029296875,43.91022872924805
2015-05-05,116.83401489257812,421.19000244140625,77.55999755859375,530.7999877929688,43.327667236328125
2015-05-06,116.1003189086914,419.1000061035156,78.0999984741211,524.219970703125,42.126136779785156
2015-05-07,116.81844329833984,426.8800048828125,78.43000030517578,530.7000122070312,42.50844192504883
2015-05-08,119.0193862915039,433.69000244140625,78.51000213623047,538.219970703125,43.464202880859375
2015-05-11,117.80699157714844,432.8500061035156,78.01000213623047,535.7000122070312,43.118309020996094
2015-05-12,117.38732147216797,431.0199890136719,77.45999908447266,529.0399780273438,43.1001091003418
2015-05-13,117.51789855957031,426.8699951171875,78.44000244140625,529.6199951171875,43.3549690246582
2015-05-14,120.25975799560547,432.2799987792969,81.37000274658203,538.4000244140625,44.347137451171875
2015-05-15,120.09188842773438,426.0,80.41999816894531,533.8499755859375,43.96484375
2015-05-18,121.41618347167969,425.239990234375,80.87999725341797,532.2999877929688,43.700870513916016
2015-05-19,121.30427551269531,421.7099914550781,80.62999725341797,537.3599853515625,43.59092712402344
2015-05-20,121.29492950439453,423.8599853515625,80.55000305175781,539.27001953125,43.59092712402344
2015-05-21,122.53530883789062,431.6300048828125,80.4800033569336,542.510009765625,43.4443359375
2015-05-22,123.6078109741211,427.6300048828125,80.54000091552734,540.1099853515625,42.96794128417969
2015-05-26,120.88457489013672,425.4700012207031,79.33000183105469,532.3200073242188,42.68393325805664
2015-05-27,123.1415023803711,431.4200134277344,80.55000305175781,539.7899780273438,43.618412017822266
2015-05-28,122.89901733398438,426.57000732421875,80.1500015258789,539.780029296875,43.47182846069336
2015-05-29,121.50009155273438,429.2300109863281,79.19000244140625,532.1099853515625,42.93129348754883
2015-06-01,121.74258422851562,430.9200134277344,80.29000091552734,533.989990234375,43.27025604248047
2015-06-02,121.20167541503906,430.989990234375,80.44000244140625,539.1799926757812,42.986263275146484
2015-06-03,121.35089111328125,436.5899963378906,82.44000244140625,540.3099975585938,42.9221305847168
2015-06-04,120.64212799072266,430.7799987792969,82.05000305175781,536.7000122070312,42.473209381103516
2015-06-05,119.97996520996094,426.95001220703125,82.13999938964844,533.3300170898438,42.27165603637695
2015-06-08,119.187255859375,423.5,80.66999816894531,526.8300170898438,41.896034240722656
2015-06-09,118.83284759521484,425.4800109863281,80.66999816894531,526.6900024414062,41.82273864746094
2015-06-10,120.19447326660156,430.7699890136719,82.16000366210938,536.6900024414062,42.70225143432617
2015-06-11,119.92400360107422,432.9700012207031,81.83000183105469,534.6099853515625,42.54649353027344
2015-06-12,118.59971618652344,429.9200134277344,81.52999877929688,532.3300170898438,42.11590576171875
2015-06-15,118.36656188964844,423.6700134277344,80.70999908447266,527.2000122070312,41.666996002197266
2015-06-16,119.000732421875,427.260009765625,81.05999755859375,528.1500244140625,41.98764419555664
2015-06-17,118.72093963623047,427.80999755859375,81.79000091552734,529.260009765625,42.11590576171875
2015-06-18,119.26187133789062,439.3900146484375,82.91000366210938,536.72998046875,42.80303192138672
2015-06-19,118.0681381225586,434.9200134277344,82.51000213623047,536.6900024414062,42.235015869140625
2015-06-22,119.01006317138672,436.2900085449219,84.73999786376953,538.1900024414062,42.35411071777344
2015-06-23,118.46914672851562,445.989990234375,87.87999725341797,540.47998046875,42.060943603515625
2015-06-24,119.47636413574219,440.8399963378906,88.86000061035156,537.8400268554688,41.81357955932617
2015-06-25,118.907470703125,440.1000061035156,87.9800033569336,535.22998046875,41.82273864746094
2015-06-26,118.2080078125,438.1000061035156,88.01000213623047,531.6900024414062,41.46543884277344
2015-06-29,116.13761901855469,429.8599853515625,85.80000305175781,521.52001953125,40.65005111694336
2015-06-30,116.97699737548828,434.0899963378906,85.7699966430664,520.510009765625,40.448490142822266
2015-07-01,118.0681381225586,437.3900146484375,86.91000366210938,521.8400268554688,40.723350524902344
2015-07-02,117.91891479492188,437.7099914550781,87.29000091552734,523.4000244140625,40.67753601074219
2015-07-06,117.50856018066406,436.0400085449219,87.55000305175781,522.8599853515625,40.66836929321289
2015-07-07,117.21944427490234,436.7200012207031,87.22000122070312,525.02001953125,40.58591842651367
2015-07-08,114.3097152709961,429.70001220703125,85.6500015258789,516.8300170898438,40.530941009521484
2015-07-09,111.97820281982422,434.3900146484375,85.87999725341797,520.6799926757812,40.787479400634766
2015-07-10,114.97186279296875,443.510009765625,87.94999694824219,530.1300048828125,40.869930267333984
2015-07-13,117.19148254394531,455.57000732421875,90.0999984741211,546.5499877929688,41.721961975097656
2015-07-14,117.14485168457031,465.57000732421875,89.68000030517578,561.0999755859375,41.795257568359375
2015-07-15,118.27330017089844,461.19000244140625,89.76000213623047,560.219970703125,41.92351150512695
2015-07-16,119.84941101074219,475.4800109863281,90.8499984741211,579.8499755859375,42.74805450439453
2015-07-17,120.88457489013672,483.010009765625,94.97000122070312,672.9299926757812,42.71141052246094
2015-07-20,123.16950225830078,488.1000061035156,97.91000366210938,663.02001953125,42.986263275146484
2015-07-21,121.9384536743164,488.0,98.38999938964844,662.2999877929688,43.316078186035156
2015-07-22,116.7811508178711,488.2699890136719,97.04000091552734,662.0999755859375,41.721961975097656
2015-07-23,116.72517395019531,482.17999267578125,95.44000244140625,644.280029296875,42.24417495727539
2015-07-24,116.10964965820312,529.4199829101562,96.94999694824219,623.5599975585938,42.08842468261719
2015-07-27,114.4962387084961,531.4099731445312,94.16999816894531,627.260009765625,41.54788589477539
2015-07-28,115.06512451171875,526.030029296875,95.29000091552734,628.0,41.538726806640625
2015-07-29,114.701416015625,529.0,96.98999786376953,631.9299926757812,42.40907287597656
2015-07-30,114.12319946289062,536.760009765625,95.20999908447266,632.5900268554688,42.94961929321289
2015-07-31,113.12529754638672,536.1500244140625,94.01000213623047,625.6099853515625,42.784706115722656
2015-08-03,110.45806884765625,535.030029296875,94.13999938964844,631.2100219726562,42.88549041748047
2015-08-04,106.91413116455078,531.9000244140625,94.05999755859375,629.25,43.55427932739258
2015-08-05,107.6229248046875,537.010009765625,96.44000244140625,643.780029296875,43.59092712402344
2015-08-06,107.85712432861328,529.4600219726562,95.12000274658203,642.6799926757812,42.71141052246094
2015-08-07,108.22248840332031,522.6199951171875,94.30000305175781,635.2999877929688,42.82135772705078
2015-08-10,112.15716552734375,524.0,94.1500015258789,633.72998046875,43.36188888549805
2015-08-11,106.32073211669922,527.4600219726562,93.62000274658203,660.780029296875,42.51901626586914
2015-08-12,107.9601821899414,525.9099731445312,94.19000244140625,659.5599975585938,42.82135772705078
2015-08-13,107.87586975097656,529.6599731445312,93.43000030517578,656.4500122070312,42.812191009521484
2015-08-14,108.63469696044922,531.52001953125,94.41999816894531,657.1199951171875,43.05955505371094
2015-08-17,109.75889587402344,535.219970703125,93.93000030517578,660.8699951171875,43.35272216796875
2015-08-18,109.14057922363281,535.02001953125,95.16999816894531,656.1300048828125,43.59250259399414
2015-08-19,107.74470520019531,532.9199829101562,95.30999755859375,660.9000244140625,42.983848571777344
2015-08-20,105.53379821777344,515.780029296875,90.55999755859375,646.8300170898438,42.10774612426758
2015-08-21,99.07904815673828,494.4700012207031,86.05999755859375,612.47998046875,39.71924591064453
2015-08-24,96.60579681396484,463.3699951171875,82.08999633789062,589.6099853515625,38.43738555908203
2015-08-25,97.18665313720703,466.3699951171875,83.0,582.0599975585938,37.3215217590332
2015-08-26,102.76078796386719,500.7699890136719,87.19000244140625,628.6199951171875,39.38725280761719
2015-08-27,105.7867431640625,518.3699951171875,89.7300033569336,637.6099853515625,40.48468017578125
2015-08-28,106.13336944580078,518.010009765625,91.01000213623047,630.3800048828125,40.51233673095703
2015-08-31,105.63684844970703,512.8900146484375,89.43000030517578,618.25,40.13423538208008
2015-09-01,100.91522979736328,496.5400085449219,87.2300033569336,597.7899780273438,38.566497802734375
2015-09-02,105.24337768554688,510.54998779296875,89.88999938964844,614.3400268554688,39.98668670654297
2015-09-03,103.39781188964844,504.7200012207031,88.1500015258789,606.25,40.115806579589844
2015-09-04,102.36729431152344,499.0,88.26000213623047,600.7000122070312,39.29503631591797
2015-09-08,105.21527099609375,517.5399780273438,89.52999877929688,614.6599731445312,40.4754524230957
2015-09-09,103.19171905517578,516.8900146484375,90.44000244140625,612.719970703125,39.71924591064453
2015-09-10,105.45884704589844,522.239990234375,91.9800033569336,621.3499755859375,39.92213821411133
2015-09-11,106.9952392578125,529.4400024414062,92.05000305175781,625.77001953125,40.09735107421875
2015-09-14,108.02574920654297,521.3800048828125,92.30999755859375,623.239990234375,39.69158935546875
2015-09-15,108.93448638916016,522.3699951171875,92.9000015258789,635.1400146484375,40.5584602355957
2015-09-16,109.0562744140625,527.3900146484375,93.44999694824219,635.97998046875,40.85355758666992
2015-09-17,106.72356414794922,538.8699951171875,94.33999633789062,642.9000244140625,40.80744552612305
2015-09-18,106.28325653076172,540.260009765625,94.4000015258789,629.25,40.09735107421875
2015-09-21,107.93206787109375,548.3900146484375,95.55000305175781,635.4400024414062,40.67833709716797
2015-09-22,106.23641204833984,538.4000244140625,92.95999908447266,622.6900024414062,40.48468017578125
2015-09-23,107.09829711914062,536.0700073242188,93.97000122070312,622.3599853515625,40.45700454711914
2015-09-24,107.7353515625,533.75,94.41000366210938,625.7999877929688,40.493896484375
2015-09-25,107.46365356445312,524.25,92.7699966430664,611.969970703125,40.52156448364258
2015-09-28,105.33704376220703,504.05999755859375,89.20999908447266,594.8900146484375,39.92213821411133
2015-09-29,102.17057037353516,496.07000732421875,86.66999816894531,594.969970703125,40.06046676635742
2015-09-30,103.33224487304688,511.8900146484375,89.9000015258789,608.4199829101562,40.8166618347168
2015-10-01,102.65772247314453,520.719970703125,90.94999694824219,611.2899780273438,41.13943862915039
2015-10-02,103.40719604492188,532.5399780273438,92.06999969482422,626.9099731445312,42.02475357055664
2015-10-05,103.78192138671875,543.6799926757812,94.01000213623047,641.469970703125,43.00228500366211
2015-10-06,104.27842712402344,537.47998046875,92.80000305175781,645.4400024414062,43.112953186035156
2015-10-07,103.78192138671875,541.9400024414062,92.4000015258789,642.3599853515625,43.1590576171875
2015-10-08,102.5827865600586,533.1599731445312,92.47000122070312,639.1599731445312,43.75849914550781
2015-10-09,105.03726959228516,539.7999877929688,93.23999786376953,643.6099853515625,43.4449462890625
2015-10-12,104.55011749267578,550.1900024414062,94.26000213623047,646.6699829101562,43.343502044677734
2015-10-13,104.72813415527344,548.9000244140625,94.12000274658203,652.2999877929688,43.242061614990234
2015-10-14,103.24793243408203,544.8300170898438,94.06999969482422,651.1599731445312,43.04840087890625
2015-10-15,104.79370880126953,562.4400024414062,95.95999908447266,661.739990234375,43.352718353271484
2015-10-16,104.02550506591797,570.760009765625,97.54000091552734,662.2000122070312,43.8138313293457
2015-10-19,104.67191314697266,573.1500244140625,98.47000122070312,666.0999755859375,43.91526412963867
2015-10-20,106.58303833007812,560.8800048828125,97.0,650.280029296875,44.05360412597656
2015-10-21,106.57366180419922,555.77001953125,97.11000061035156,642.6099853515625,43.5279426574707
2015-10-22,108.20376586914062,563.9099731445312,99.66999816894531,651.7899780273438,44.293365478515625
2015-10-23,111.55760192871094,599.030029296875,102.19000244140625,702.0,48.75682830810547
2015-10-26,107.99764251708984,608.6099853515625,103.7699966430664,712.780029296875,50.029476165771484
2015-10-27,107.31378173828125,611.010009765625,103.69999694824219,708.489990234375,49.51303482055664
2015-10-28,111.73558807373047,617.0999755859375,104.19999694824219,712.9500122070312,49.78047561645508
2015-10-29,112.91600799560547,626.5499877929688,104.87999725341797,716.9199829101562,49.20871353149414
2015-10-30,111.95108032226562,625.9000244140625,101.97000122070312,710.8099975585938,48.54472351074219
2015-11-02,113.52493286132812,628.3499755859375,103.30999755859375,721.1099853515625,49.09804153442383
2015-11-03,114.8271484375,625.3099975585938,102.58000183105469,722.1599731445312,49.93726348876953
2015-11-04,114.29315185546875,640.9500122070312,103.94000244140625,728.1099853515625,50.16780471801758
2015-11-05,113.76627349853516,655.6500244140625,108.76000213623047,731.25,50.14936065673828
2015-11-06,113.89797973632812,659.3699951171875,107.0999984741211,733.760009765625,50.6473388671875
2015-11-09,113.4369888305664,655.489990234375,106.48999786376953,724.8900146484375,49.946475982666016
2015-11-10,109.86178588867188,659.6799926757812,107.91000366210938,728.3200073242188,49.3470458984375
2015-11-11,109.24082946777344,673.25,109.01000213623047,735.4000244140625,49.47615051269531
2015-11-12,108.8739013671875,665.5999755859375,108.0199966430664,731.22998046875,49.17182540893555
2015-11-13,105.6938705444336,642.3499755859375,103.94999694824219,717.0,48.729164123535156
2015-11-16,107.42501831054688,647.8099975585938,104.04000091552734,728.9600219726562,49.58681106567383
2015-11-17,106.96399688720703,643.2999877929688,105.12999725341797,725.2999877929688,49.178306579589844
2015-11-18,110.35104370117188,663.5399780273438,107.7699966430664,740.0,49.99531555175781
2015-11-19,111.75286102294922,661.27001953125,106.26000213623047,738.4099731445312,50.07888412475586
2015-11-20,112.24211883544922,668.4500122070312,107.31999969482422,756.5999755859375,50.31098175048828
2015-11-23,110.7838134765625,678.989990234375,106.94999694824219,755.97998046875,50.31098175048828
2015-11-24,111.84696197509766,671.1500244140625,105.73999786376953,748.280029296875,50.36669158935547
2015-11-25,111.0472412109375,675.3400268554688,105.41000366210938,748.1500244140625,49.84677505493164
2015-11-27,110.84026336669922,673.260009765625,105.44999694824219,750.260009765625,50.069583892822266
2015-11-30,111.30127716064453,664.7999877929688,104.23999786376953,742.5999755859375,50.45952224731445
2015-12-01,110.3980712890625,679.0599975585938,107.12000274658203,767.0399780273438,51.26725769042969
2015-12-02,109.4007797241211,676.010009765625,106.06999969482422,762.3800048828125,51.257972717285156
2015-12-03,108.38467407226562,666.25,104.37999725341797,752.5399780273438,50.32026290893555
2015-12-04,111.98808288574219,672.6400146484375,106.18000030517578,766.8099975585938,51.90785598754883
2015-12-07,111.28246307373047,669.8300170898438,105.61000061035156,763.25,51.81501770019531
2015-12-08,111.23541259765625,677.3300170898438,106.48999786376953,762.3699951171875,51.796451568603516
2015-12-09,108.77982330322266,664.7899780273438,104.5999984741211,751.6099853515625,51.044437408447266
2015-12-10,109.29728698730469,662.3200073242188,105.41999816894531,749.4600219726562,51.31366729736328
2015-12-11,106.48416900634766,640.1500244140625,102.12000274658203,738.8699951171875,50.19028854370117
2015-12-14,105.82557678222656,657.9099731445312,104.66000366210938,747.77001953125,51.1929817199707
2015-12-15,103.95331573486328,658.6400146484375,104.55000305175781,743.4000244140625,51.248680114746094
2015-12-16,104.75302124023438,675.77001953125,106.79000091552734,758.0900268554688,52.11210632324219
2015-12-17,102.53265380859375,670.6500244140625,106.22000122070312,749.4299926757812,51.712890625
2015-12-18,99.75718688964844,664.1400146484375,104.04000091552734,739.3099975585938,50.25527572631836
2015-12-21,100.98026275634766,664.510009765625,104.7699966430664,747.77001953125,50.905174255371094
2015-12-22,100.88618469238281,663.1500244140625,105.51000213623047,750.0,51.387943267822266
2015-12-23,102.18453216552734,663.7000122070312,104.62999725341797,750.3099975585938,51.82429885864258
2015-12-24,101.63886260986328,662.7899780273438,105.0199966430664,748.4000244140625,51.68503952026367
2015-12-28,100.50044250488281,675.2000122070312,105.93000030517578,762.510009765625,51.94499588012695
2015-12-29,102.30684661865234,693.969970703125,107.26000213623047,776.5999755859375,52.502044677734375
2015-12-30,100.97087097167969,689.0700073242188,106.22000122070312,771.0,52.27922821044922
2015-12-31,99.03273010253906,675.8900146484375,104.66000366210938,758.8800048828125,51.508644104003906
2016-01-04,99.1174087524414,636.989990234375,102.22000122070312,741.8400268554688,50.87731170654297
2016-01-05,96.63358306884766,633.7899780273438,102.7300033569336,742.5800170898438,51.10942077636719
2016-01-06,94.74248504638672,632.6500244140625,102.97000122070312,743.6199951171875,50.180999755859375
2016-01-07,90.74394226074219,607.9400024414062,97.91999816894531,726.3900146484375,48.43557357788086
2016-01-08,91.22377014160156,607.0499877929688,97.33000183105469,714.469970703125,48.58412170410156
2016-01-11,92.70086669921875,617.739990234375,97.51000213623047,716.030029296875,48.5562629699707
2016-01-12,94.04627227783203,617.8900146484375,99.37000274658203,726.0700073242188,49.00191116333008
2016-01-13,91.62833404541016,581.8099975585938,95.44000244140625,700.5599975585938,47.94351577758789
2016-01-14,93.6323013305664,593.0,98.37000274658203,714.719970703125,49.308292388916016
2016-01-15,91.38371276855469,570.1799926757812,94.97000122070312,694.4500122070312,47.34004592895508
2016-01-19,90.94151306152344,574.47998046875,95.26000213623047,701.7899780273438,46.940826416015625
2016-01-20,91.06382751464844,571.77001953125,94.3499984741211,698.4500122070312,47.15435791015625
2016-01-21,90.6028060913086,575.02001953125,94.16000366210938,706.5900268554688,46.866546630859375
2016-01-22,95.41991424560547,596.3800048828125,97.94000244140625,725.25,48.546993255615234
2016-01-25,93.55706024169922,596.530029296875,97.01000213623047,711.6699829101562,48.08277893066406
2016-01-26,94.07450866699219,601.25,97.33999633789062,713.0399780273438,48.43557357788086
2016-01-27,87.89318084716797,583.3499755859375,94.44999694824219,699.989990234375,47.553585052490234
2016-01-28,88.52355194091797,635.3499755859375,109.11000061035156,730.9600219726562,48.33345031738281
2016-01-29,91.58126068115234,587.0,112.20999908447266,742.9500122070312,51.14655685424805
2016-02-01,90.72512817382812,574.8099975585938,115.08999633789062,752.0,50.79375457763672
2016-02-02,88.89047241210938,552.0999755859375,114.61000061035156,764.6500244140625,49.20616149902344
2016-02-03,90.64984130859375,531.0700073242188,112.69000244140625,726.9500122070312,48.42628860473633
2016-02-04,91.37821960449219,536.260009765625,110.48999786376953,708.010009765625,48.27774429321289
2016-02-05,88.93768310546875,502.1300048828125,104.06999969482422,683.5700073242188,46.5694580078125
2016-02-08,89.87418365478516,488.1000061035156,99.75,682.739990234375,45.873138427734375
2016-02-09,89.85525512695312,482.07000732421875,99.54000091552734,678.1099853515625,45.7524528503418
2016-02-10,89.1741714477539,490.4800109863281,101.0,684.1199951171875,46.151668548583984
2016-02-11,88.6349868774414,503.82000732421875,101.91000366210938,683.1099853515625,46.13309860229492
2016-02-12,88.90930938720703,507.0799865722656,102.01000213623047,682.4000244140625,46.88511657714844
2016-02-16,91.41607666015625,521.0999755859375,101.61000061035156,691.0,47.77344512939453
2016-02-17,92.8160629272461,534.0999755859375,105.19999694824219,708.4000244140625,49.017112731933594
2016-02-18,91.05661010742188,525.0,103.47000122070312,697.3499755859375,48.802032470703125
2016-02-19,90.84849548339844,534.9000244140625,104.56999969482422,700.9099731445312,48.456058502197266
2016-02-22,91.6430892944336,559.5,107.16000366210938,706.4600219726562,49.232173919677734
2016-02-23,89.57146453857422,552.9400024414062,105.45999908447266,695.8499755859375,47.85760498046875
2016-02-24,90.90525817871094,554.0399780273438,106.87999725341797,699.5599975585938,48.02592086791992
2016-02-25,91.52957916259766,555.1500244140625,108.06999969482422,705.75,48.717872619628906
2016-02-26,91.67146301269531,555.22998046875,107.91999816894531,705.0700073242188,47.969810485839844
2016-02-29,91.4633560180664,552.52001953125,106.91999816894531,697.77001953125,47.57707595825195
2016-03-01,95.09579467773438,579.0399780273438,109.81999969482422,718.8099975585938,49.166725158691406
2016-03-02,95.30389404296875,580.2100219726562,109.94999694824219,718.8499755859375,49.51270294189453
2016-03-03,96.01335144042969,577.489990234375,109.58000183105469,712.4199829101562,48.9516487121582
2016-03-04,97.44171142578125,575.1400146484375,108.38999938964844,710.8900146484375,48.65242385864258
2016-03-07,96.36335754394531,562.7999877929688,105.7300033569336,695.1599731445312,47.71733856201172
2016-03-08,95.56875610351562,560.260009765625,105.93000030517578,693.969970703125,48.297096252441406
2016-03-09,95.6539077758789,559.469970703125,107.51000213623047,705.239990234375,49.409847259521484
2016-03-10,95.70118713378906,558.9299926757812,107.31999969482422,712.8200073242188,48.67112731933594
2016-03-11,96.73226928710938,569.6099853515625,109.41000366210938,726.8200073242188,49.624916076660156
2016-03-14,96.97822570800781,573.3699951171875,109.88999938964844,730.489990234375,49.71842575073242
2016-03-15,98.92686462402344,577.02001953125,110.66999816894531,728.3300170898438,50.11115646362305
